コード	銘柄名	株数	取得単価	現在値	損益	PER	PBR	ROE	配当利回り	自己資本比率	営業利益率	業種	直近材料	情報源
9433	ＫＤＤＩ	未保有	対象外	2681	対象外	14.43	2.01	13.93	3.13	26.63	18.10	情報・通信業	📈【A】 自社株買い材料、内部統制不備はリスク。 【ファンダメンタル確認値】現在値2681、PER14.43、PBR2.01、ROE13.93、配当利回り3.13、自己資本比率26.63、営業利益率18.10 【直近材料補強 2026/06/29】バリュエーション: PER14.43倍は中立圏。 クオリティ: ROE13.93%で資本効率は強め、営業利益率18.1%で高収益。 株主還元: 配当利回り3.13%でインカム妙味、既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: AI/クラウド/通信値上げ・DX投資・サイバーセキュリティがテーマ。競争環境と投資負担を確認。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9433 / 株探決算:https://kabutan.jp/stock/finance?code=9433
9434	ソフトバンク	未保有	対象外	205	対象外	17.49	3.31	18.93	4.29	15.99	14.81	情報・通信業	📈【A】 営業利益率14.81、ROE18.93、高配当。 【ファンダメンタル確認値】現在値205、PER17.49、PBR3.31、ROE18.93、配当利回り4.29、自己資本比率15.99、営業利益率14.81 【直近材料補強 2026/06/29】バリュエーション: PER17.49倍は中立圏、PBR3.31倍で資産面の割安感は薄い。 クオリティ: ROE18.93%で資本効率は強め、自己資本比率15.99%で財務レバレッジに注意。 株主還元: 配当利回り4.29%で高配当候補。 セクター材料: AI/クラウド/通信値上げ・DX投資・サイバーセキュリティがテーマ。競争環境と投資負担を確認。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9434 / 株探決算:https://kabutan.jp/stock/finance?code=9434
9437	ＮＴＴドコモ	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	情報・通信業	➖【C】 上場廃止済み、NTT傘下非上場。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
9672	東京都競馬	未保有	対象外	4875	対象外	11.76	1.34	11.36	2.99	78.07	36.91	サービス業	📈【A】 収益性・財務安全性良好。 【ファンダメンタル確認値】現在値4875、PER11.76、PBR1.34、ROE11.36、配当利回り2.99、自己資本比率78.07、営業利益率36.91 【直近材料補強 2026/06/29】バリュエーション: PER11.76倍は中立圏。 クオリティ: 営業利益率36.91%で高収益、自己資本比率78.07%で財務安全性高め。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9672 / 株探決算:https://kabutan.jp/stock/finance?code=9672
9735	セコム	未保有	対象外	6398	対象外	24.46	1.97	8.05	1.88	58.95	12.76	サービス業	📈【B】 安定収益、営業利益率12.76。 【ファンダメンタル確認値】現在値6398、PER24.46、PBR1.97、ROE8.05、配当利回り1.88、自己資本比率58.95、営業利益率12.76 【直近材料補強 2026/06/29】バリュエーション: PER24.46倍は中立圏。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9735 / 株探決算:https://kabutan.jp/stock/finance?code=9735
9765	オオバ	未保有	対象外	1096	対象外	12.43	1.32	10.59	4.01	57.27	11.76	サービス業	📈【A】 高配当・ROE10%台。 【ファンダメンタル確認値】現在値1096、PER12.43、PBR1.32、ROE10.59、配当利回り4.01、自己資本比率57.27、営業利益率11.76 【直近材料補強 2026/06/29】バリュエーション: PER12.43倍は中立圏。 株主還元: 配当利回り4.01%で高配当候補。 セクター材料: 人材/警備/教育/外食/レジャーなど個社差が大きい。人件費上昇と価格転嫁が焦点。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9765 / 株探決算:https://kabutan.jp/stock/finance?code=9765
9783	ベネッセホールディングス	未保有	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	対象外	サービス業	➖【C】 非上場化済み。 【ファンダメンタル確認値】現在値対象外、PER対象外、PBR対象外、ROE対象外、配当利回り対象外、自己資本比率対象外、営業利益率対象外 【扱い】現行の通常上場株としての比較対象外 【追加確認】通常の上場株比較からは除外候補。ランキング投入時は「投資対象外/参考扱い」とし、代替上場銘柄を確認。	IRBANK/株探/会社IR
9843	ニトリホールディングス	未保有	対象外	2440	対象外	15.15	1.39	9.21	1.31	62.91	13.76	小売業	📈【B】 財務安定、還元控えめ。 【ファンダメンタル確認値】現在値2440、PER15.15、PBR1.39、ROE9.21、配当利回り1.31、自己資本比率62.91、営業利益率13.76 【直近材料補強 2026/06/29】バリュエーション: PER15.15倍は中立圏。 クオリティ: 自己資本比率62.91%で財務安全性高め。 株主還元: 既存材料に明示的な還元関連の記載あり、継続性を確認。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9843 / 株探決算:https://kabutan.jp/stock/finance?code=9843
9887	松屋フーズホールディングス	未保有	対象外	4630	対象外	25.09	1.65	6.59	0.56	40.96	4.12	小売業	📉【D】 減損損失・低利回り。 【ファンダメンタル確認値】現在値4630、PER25.09、PBR1.65、ROE6.59、配当利回り0.56、自己資本比率40.96、営業利益率4.12 【直近材料補強 2026/06/29】バリュエーション: PER25.09倍で期待先行/割高感に注意。 クオリティ: 営業利益率4.12%で採算改善が課題。 株主還元: 配当利回り0.56%で還元妙味は弱め。 直近イベント解釈: 業績悪化/減損系のネガティブ材料。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 高PERを正当化する成長材料が追加で必要。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9887 / 株探決算:https://kabutan.jp/stock/finance?code=9887
9936	王将フードサービス	未保有	対象外	2808	対象外	20.79	2.27	10.91	1.99	76.47	8.91	小売業	📈【B】 外食需要期待、割安感薄い。 【ファンダメンタル確認値】現在値2808、PER20.79、PBR2.27、ROE10.91、配当利回り1.99、自己資本比率76.47、営業利益率8.91 【直近材料補強 2026/06/29】バリュエーション: PER20.79倍は中立圏。 クオリティ: 自己資本比率76.47%で財務安全性高め。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 次回決算・月次・受注/既存店などの先行指標で材料更新を確認。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9936 / 株探決算:https://kabutan.jp/stock/finance?code=9936
9974	ベルク	未保有	対象外	6370	対象外	10.46	1.10	10.58	2.07	54.47	4.23	小売業	📈【A】 食品スーパーとして収益性・財務バランス良好。 【ファンダメンタル確認値】現在値6370、PER10.46、PBR1.10、ROE10.58、配当利回り2.07、自己資本比率54.47、営業利益率4.23 【直近材料補強 2026/06/29】バリュエーション: PER10.46倍は中立圏。 クオリティ: 営業利益率4.23%で採算改善が課題。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 割安×ROEのバランスが良く、押し目候補として優先監視。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9974 / 株探決算:https://kabutan.jp/stock/finance?code=9974
9980	ＭＲＫホールディングス	未保有	対象外	91	対象外	6.76	0.57	8.49	1.10	77.71	2.73	小売業	📈【B】 26/3期営業利益+46.79、純利益+265.91。 【ファンダメンタル確認値】現在値91、PER6.76、PBR0.57、ROE8.49、配当利回り1.10、自己資本比率77.71、営業利益率2.73 【直近材料補強 2026/06/29】バリュエーション: PER6.76倍で利益面は割安寄り、PBR0.57倍でPBR1倍割れ改善余地。 クオリティ: 営業利益率2.73%で採算改善が課題、自己資本比率77.71%で財務安全性高め。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 割安×ROEのバランスが良く、押し目候補として優先監視。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9980 / 株探決算:https://kabutan.jp/stock/finance?code=9980
9986	蔵王産業	未保有	対象外	2448	対象外	17.70	1.02	5.74	4.08	85.95	11.60	卸売業	📈【B】 高配当・財務安全性強いがROE低め。 【ファンダメンタル確認値】現在値2448、PER17.70、PBR1.02、ROE5.74、配当利回り4.08、自己資本比率85.95、営業利益率11.60 【直近材料補強 2026/06/29】バリュエーション: PER17.7倍は中立圏。 クオリティ: ROE5.74%で資本効率改善待ち、自己資本比率85.95%で財務安全性高め。 株主還元: 配当利回り4.08%で高配当候補。 セクター材料: 資源/食品/部材商社・円安・在庫評価・株主還元がテーマ。市況依存とキャッシュ創出力を確認。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9986 / 株探決算:https://kabutan.jp/stock/finance?code=9986
9989	サンドラッグ	未保有	対象外	3807	対象外	13.85	1.56	11.24	3.47	60.15	5.56	小売業	📈【A】 収益性・配当・財務バランス良好。 【ファンダメンタル確認値】現在値3807、PER13.85、PBR1.56、ROE11.24、配当利回り3.47、自己資本比率60.15、営業利益率5.56 【直近材料補強 2026/06/29】バリュエーション: PER13.85倍は中立圏。 クオリティ: 自己資本比率60.15%で財務安全性高め。 株主還元: 配当利回り3.47%でインカム妙味。 セクター材料: インバウンド・値上げ・PB/EC・人件費がテーマ。既存店売上と粗利率が焦点。 次回チェック: 配当継続性を確認しつつインカム枠で比較可能。	IRBANK/株探/会社IR / 株探ニュース:https://kabutan.jp/stock/news?code=9989 / 株探決算:https://kabutan.jp/stock/finance?code=9989
